date,time,open,high,low,close,volume
72,72,1.078540,1.078712,1.078184,1.078448,1000
73,73,1.079321,1.079588,1.079062,1.079325,1000
74,74,1.080402,1.080596,1.080009,1.080303,1000
75,75,1.081324,1.081584,1.080992,1.081288,1000
76,76,1.082137,1.082446,1.081911,1.082179,1000
77,77,1.083625,1.084021,1.083170,1.083595,1000
78,78,1.084484,1.084723,1.084202,1.084462,1000
79,79,1.084787,1.084793,1.084640,1.084717,1000
80,80,1.084919,1.084926,1.084829,1.084877,1000
81,81,1.084531,1.084678,1.084508,1.084593,1000
82,82,1.084646,1.084641,1.084619,1.084630,1000
83,83,1.084088,1.084198,1.083828,1.084013,1000
84,84,1.082120,1.082719,1.081610,1.082164,1000
85,85,1.080947,1.081287,1.080536,1.080912,1000
86,86,1.079826,1.080122,1.079445,1.079783,1000
87,87,1.079049,1.079223,1.078743,1.078983,1000
88,88,1.078500,1.078621,1.078312,1.078467,1000
89,89,1.078139,1.078206,1.077983,1.078095,1000
90,90,1.077385,1.077633,1.077238,1.077435,1000
91,91,1.076887,1.077053,1.076725,1.076889,1000
92,92,1.076932,1.077053,1.076977,1.077015,1000
93,93,1.076564,1.076709,1.076446,1.076578,1000
94,94,1.075807,1.076067,1.075629,1.075848,1000
95,95,1.075259,1.075449,1.075108,1.075279,1000
96,96,1.075139,1.075154,1.075046,1.075100,1000
97,97,1.075552,1.075608,1.075374,1.075491,1000
98,98,1.076727,1.077041,1.076325,1.076683,1000
99,99,1.078537,1.079137,1.078004,1.078571,1000
100,100,1.080300,1.080968,1.079861,1.080415,1000
101,101,1.082540,1.083106,1.081863,1.082484,1000
102,102,1.084335,1.084841,1.083753,1.084297,1000
103,103,1.085854,1.086316,1.085384,1.085850,1000
104,104,1.087573,1.088074,1.087047,1.087561,1000
105,105,1.089389,1.089901,1.088820,1.089361,1000
106,106,1.092225,1.093090,1.091367,1.092228,1000
107,107,1.094832,1.095555,1.094018,1.094787,1000
108,108,1.096845,1.097486,1.096239,1.096863,1000
109,109,1.097851,1.098271,1.097621,1.097946,1000
110,110,1.099211,1.099736,1.098909,1.099322,1000
111,111,1.100802,1.101262,1.100367,1.100814,1000
112,112,1.102691,1.103160,1.102077,1.102619,1000
113,113,1.103997,1.104410,1.103583,1.103996,1000
114,114,1.105906,1.106519,1.105354,1.105936,1000
115,115,1.108081,1.108733,1.107442,1.108087,1000
116,116,1.110210,1.110834,1.109566,1.110200,1000
117,117,1.112209,1.112889,1.111647,1.112268,1000
118,118,1.114033,1.114700,1.113577,1.114139,1000
119,119,1.115386,1.115684,1.114971,1.115327,1000
120,120,1.115970,1.116236,1.115816,1.116026,1000
121,121,1.116493,1.116738,1.116409,1.116574,1000
122,122,1.116296,1.116375,1.116204,1.116289,1000
123,123,1.115523,1.115783,1.115350,1.115566,1000
124,124,1.115065,1.115235,1.114951,1.115093,1000
125,125,1.114587,1.114778,1.114508,1.114643,1000
126,126,1.115087,1.115167,1.114925,1.115046,1000
127,127,1.115936,1.116188,1.115661,1.115924,1000
128,128,1.116459,1.116617,1.116297,1.116457,1000
129,129,1.117143,1.117259,1.116889,1.117074,1000
130,130,1.116916,1.117003,1.116943,1.116973,1000
131,131,1.117174,1.117188,1.117089,1.117139,1000
132,132,1.117208,1.117153,1.117146,1.117150,1000
133,133,1.117322,1.117412,1.117291,1.117351,1000
134,134,1.117589,1.117661,1.117518,1.117590,1000
135,135,1.117862,1.117930,1.117773,1.117852,1000
136,136,1.117874,1.117830,1.117811,1.117820,1000
137,137,1.119016,1.119412,1.118677,1.119045,1000
138,138,1.120527,1.120914,1.120051,1.120482,1000
139,139,1.121639,1.121972,1.121284,1.121628,1000
140,140,1.122312,1.122584,1.122143,1.122363,1000
141,141,1.124052,1.124412,1.123466,1.123939,1000
142,142,1.124557,1.124764,1.124383,1.124573,1000
143,143,1.125149,1.125338,1.124985,1.125162,1000
144,144,1.125693,1.125962,1.125592,1.125777,1000
145,145,1.126148,1.126245,1.126029,1.126137,1000
146,146,1.126726,1.127001,1.126602,1.126802,1000
147,147,1.126796,1.126783,1.126767,1.126775,1000
148,148,1.126905,1.127026,1.126910,1.126968,1000
149,149,1.127275,1.127189,1.127087,1.127138,1000
150,150,1.127689,1.127977,1.127590,1.127783,1000
151,151,1.127591,1.127719,1.127664,1.127691,1000
152,152,1.127978,1.128086,1.127904,1.127995,1000
153,153,1.127618,1.127772,1.127580,1.127676,1000
154,154,1.127185,1.127342,1.127055,1.127198,1000
155,155,1.126945,1.127014,1.126856,1.126935,1000
156,156,1.126958,1.126944,1.126940,1.126942,1000
157,157,1.126945,1.126897,1.126857,1.126877,1000
158,158,1.127165,1.127233,1.127069,1.127151,1000
159,159,1.127566,1.127748,1.127472,1.127610,1000
160,160,1.128389,1.128636,1.128162,1.128399,1000
161,161,1.129341,1.129557,1.129022,1.129289,1000
162,162,1.129675,1.129781,1.129554,1.129668,1000
163,163,1.130762,1.131058,1.130416,1.130737,1000
164,164,1.133224,1.133932,1.132456,1.133194,1000
165,165,1.135834,1.136590,1.135021,1.135805,1000
166,166,1.138218,1.138929,1.137486,1.138208,1000
167,167,1.139495,1.140019,1.139183,1.139601,1000
168,168,1.141246,1.141813,1.140792,1.141303,1000
169,169,1.142950,1.143431,1.142448,1.142939,1000
170,170,1.144614,1.145104,1.144104,1.144604,1000
171,171,1.146398,1.146988,1.145887,1.146438,1000
172,172,1.147817,1.148255,1.147416,1.147835,1000
173,173,1.149314,1.149733,1.148857,1.149295,1000
174,174,1.150158,1.150500,1.149944,1.150222,1000
175,175,1.150777,1.150930,1.150603,1.150766,1000
176,176,1.150640,1.150679,1.150603,1.150641,1000
177,177,1.150869,1.150981,1.150824,1.150903,1000
178,178,1.150456,1.150607,1.150353,1.150480,1000
179,179,1.150119,1.150241,1.150036,1.150138,1000
180,180,1.150743,1.150874,1.150534,1.150704,1000
181,181,1.151936,1.152334,1.151581,1.151958,1000
182,182,1.152128,1.152286,1.152134,1.152210,1000
183,183,1.152748,1.153001,1.152636,1.152819,1000
184,184,1.153697,1.154000,1.153455,1.153727,1000
185,185,1.154043,1.154194,1.153978,1.154086,1000
186,186,1.154934,1.155152,1.154660,1.154906,1000
187,187,1.156694,1.157320,1.156205,1.156762,1000
188,188,1.157487,1.157595,1.157211,1.157403,1000
189,189,1.158341,1.158595,1.158044,1.158320,1000
190,190,1.160040,1.160553,1.159522,1.160038,1000
191,191,1.161384,1.161897,1.161038,1.161468,1000
192,192,1.163617,1.164305,1.162995,1.163650,1000
193,193,1.166236,1.167044,1.165476,1.166260,1000
194,194,1.169510,1.170523,1.168554,1.169538,1000
195,195,1.171595,1.172231,1.170988,1.171610,1000
196,196,1.173443,1.173937,1.172862,1.173400,1000
197,197,1.174723,1.175040,1.174282,1.174661,1000
198,198,1.175397,1.175640,1.175188,1.175414,1000
199,199,1.176193,1.176568,1.176035,1.176302,1000
200,200,1.176546,1.176860,1.176602,1.176731,1000
201,201,1.177902,1.178322,1.177588,1.177955,1000
202,202,1.178362,1.178549,1.178275,1.178412,1000
203,203,1.179316,1.179637,1.179071,1.179354,1000
204,204,1.180645,1.181037,1.180260,1.180648,1000
205,205,1.181757,1.182163,1.181464,1.181813,1000
206,206,1.182911,1.183151,1.182534,1.182843,1000
207,207,1.183889,1.184145,1.183544,1.183844,1000
208,208,1.184525,1.184743,1.184328,1.184536,1000
209,209,1.184514,1.184707,1.184628,1.184668,1000
210,210,1.185257,1.185523,1.185128,1.185325,1000
211,211,1.185536,1.185648,1.185499,1.185573,1000
212,212,1.185700,1.185723,1.185654,1.185689,1000
213,213,1.185285,1.185280,1.184930,1.185105,1000
214,214,1.185520,1.185556,1.185348,1.185452,1000
215,215,1.186674,1.187098,1.186338,1.186718,1000
216,216,1.188407,1.188934,1.187911,1.188422,1000
217,217,1.189351,1.189755,1.189140,1.189448,1000
218,218,1.190142,1.190277,1.189894,1.190085,1000
219,219,1.191273,1.191576,1.190888,1.191232,1000
220,220,1.193758,1.194377,1.192924,1.193651,1000
221,221,1.195796,1.196394,1.195127,1.195760,1000
222,222,1.196579,1.196878,1.196362,1.196620,1000
223,223,1.196372,1.196433,1.196273,1.196353,1000
224,224,1.195903,1.196087,1.195859,1.195973,1000
225,225,1.196425,1.196448,1.196229,1.196338,1000
226,226,1.196425,1.196502,1.196426,1.196464,1000
227,227,1.195820,1.196104,1.195795,1.195950,1000
228,228,1.194998,1.195314,1.194770,1.195042,1000
229,229,1.194240,1.194510,1.194054,1.194282,1000
230,230,1.194618,1.194835,1.194580,1.194708,1000
231,231,1.194890,1.195040,1.194886,1.194963,1000
232,232,1.195022,1.195076,1.195024,1.195050,1000
233,233,1.194676,1.194896,1.194765,1.194831,1000
234,234,1.195220,1.195308,1.195088,1.195198,1000
235,235,1.196383,1.196694,1.196003,1.196349,1000
236,236,1.197659,1.198010,1.197243,1.197627,1000
237,237,1.198630,1.198966,1.198348,1.198657,1000
238,238,1.199733,1.200148,1.199459,1.199804,1000
239,239,1.200074,1.200267,1.200053,1.200160,1000
240,240,1.201107,1.201310,1.200779,1.201045,1000
241,241,1.201522,1.201506,1.201293,1.201399,1000
242,242,1.200897,1.201045,1.200742,1.200894,1000
243,243,1.199406,1.199866,1.198986,1.199426,1000
244,244,1.197194,1.197879,1.196556,1.197217,1000
245,245,1.196279,1.196530,1.195941,1.196236,1000
246,246,1.196203,1.196172,1.196117,1.196144,1000
247,247,1.196238,1.196296,1.196226,1.196261,1000
248,248,1.196667,1.196770,1.196535,1.196653,1000
249,249,1.197753,1.197937,1.197344,1.197641,1000
250,250,1.197645,1.197853,1.197755,1.197804,1000
251,251,1.197626,1.197671,1.197558,1.197614,1000
252,252,1.197481,1.197552,1.197499,1.197526,1000
253,253,1.196913,1.197090,1.196716,1.196903,1000
254,254,1.196257,1.196386,1.195943,1.196165,1000
255,255,1.197092,1.197323,1.196788,1.197055,1000
256,256,1.197377,1.197320,1.197198,1.197259,1000
257,257,1.196923,1.197024,1.196822,1.196923,1000
258,258,1.197001,1.196904,1.196887,1.196895,1000
259,259,1.195834,1.196146,1.195504,1.195825,1000
260,260,1.196030,1.196093,1.195970,1.196032,1000
261,261,1.196945,1.197148,1.196632,1.196890,1000
262,262,1.197073,1.197095,1.197001,1.197048,1000
263,263,1.197395,1.197473,1.197277,1.197375,1000
264,264,1.197884,1.198072,1.197750,1.197911,1000
265,265,1.198747,1.198904,1.198446,1.198675,1000
266,266,1.199428,1.199720,1.199238,1.199479,1000
267,267,1.199290,1.199392,1.199318,1.199355,1000
268,268,1.198114,1.198511,1.197788,1.198149,1000
269,269,1.196210,1.196797,1.195639,1.196218,1000
270,270,1.194573,1.195091,1.194125,1.194608,1000
271,271,1.192922,1.193482,1.192519,1.193001,1000
272,272,1.191546,1.191968,1.191084,1.191526,1000
273,273,1.190253,1.190579,1.189767,1.190173,1000
274,274,1.188600,1.189117,1.188213,1.188665,1000
275,275,1.186285,1.187036,1.185641,1.186338,1000
276,276,1.184285,1.184920,1.183706,1.184313,1000
277,277,1.183476,1.183752,1.183272,1.183512,1000
278,278,1.182360,1.182643,1.181899,1.182271,1000
279,279,1.181847,1.182041,1.181844,1.181943,1000
280,280,1.181871,1.181868,1.181805,1.181837,1000
281,281,1.180974,1.181163,1.180585,1.180874,1000
282,282,1.180179,1.180398,1.179990,1.180194,1000
283,283,1.179877,1.179936,1.179714,1.179825,1000
284,284,1.178826,1.179133,1.178540,1.178836,1000
285,285,1.176800,1.177443,1.176251,1.176847,1000
286,286,1.174849,1.175439,1.174233,1.174836,1000
287,287,1.172066,1.172865,1.171178,1.172022,1000
288,288,1.168273,1.169420,1.167196,1.168308,1000
289,289,1.165771,1.166531,1.165009,1.165770,1000
290,290,1.162976,1.163833,1.162176,1.163005,1000
291,291,1.160050,1.160979,1.159245,1.160112,1000
292,292,1.157735,1.158442,1.157012,1.157727,1000
293,293,1.154791,1.155604,1.153787,1.154695,1000
294,294,1.152282,1.153019,1.151584,1.152302,1000
295,295,1.150077,1.150672,1.149276,1.149974,1000
296,296,1.147852,1.148417,1.147085,1.147751,1000
297,297,1.145651,1.146291,1.145041,1.145666,1000
298,298,1.143955,1.144501,1.143503,1.144002,1000
299,299,1.142512,1.142944,1.142038,1.142491,1000
300,300,1.141288,1.141690,1.141004,1.141347,1000
301,301,1.140289,1.140625,1.140007,1.140316,1000
302,302,1.139317,1.139581,1.138951,1.139266,1000
303,303,1.138924,1.139037,1.138841,1.138939,1000
304,304,1.138275,1.138458,1.138046,1.138252,1000
305,305,1.137657,1.137849,1.137504,1.137677,1000
306,306,1.137448,1.137515,1.137376,1.137446,1000
307,307,1.137353,1.137433,1.137422,1.137427,1000
308,308,1.137885,1.138051,1.137763,1.137907,1000
309,309,1.138552,1.138765,1.138369,1.138567,1000
310,310,1.138705,1.138777,1.138680,1.138728,1000
311,311,1.138568,1.138545,1.138389,1.138467,1000
312,312,1.137251,1.137660,1.136968,1.137314,1000
313,313,1.136311,1.136577,1.135946,1.136262,1000
314,314,1.134832,1.135281,1.134440,1.134860,1000
315,315,1.134343,1.134431,1.134063,1.134247,1000
316,316,1.133371,1.133658,1.133154,1.133406,1000
317,317,1.132646,1.132918,1.132501,1.132710,1000
318,318,1.132088,1.132283,1.131917,1.132100,1000
319,319,1.132123,1.132104,1.132102,1.132103,1000
320,320,1.133130,1.133465,1.132836,1.133150,1000
321,321,1.134313,1.134537,1.133897,1.134217,1000
322,322,1.134178,1.134167,1.134124,1.134145,1000
323,323,1.135061,1.135413,1.134827,1.135120,1000
324,324,1.135711,1.135982,1.135584,1.135783,1000
325,325,1.136923,1.137208,1.136550,1.136879,1000
326,326,1.138389,1.138889,1.137961,1.138425,1000
327,327,1.139295,1.139535,1.139022,1.139278,1000
328,328,1.140594,1.140983,1.140196,1.140589,1000
329,329,1.141673,1.141895,1.141292,1.141594,1000
330,330,1.142493,1.142697,1.142188,1.142442,1000
331,331,1.143620,1.144005,1.143284,1.143644,1000
332,332,1.144307,1.144490,1.144100,1.144295,1000
333,333,1.144778,1.144948,1.144646,1.144797,1000
334,334,1.145858,1.146177,1.145540,1.145859,1000
335,335,1.146113,1.146158,1.146020,1.146089,1000
336,336,1.145837,1.145803,1.145558,1.145681,1000
337,337,1.145104,1.145313,1.144998,1.145155,1000
338,338,1.145121,1.145125,1.145098,1.145112,1000
339,339,1.144541,1.144676,1.144303,1.144490,1000
340,340,1.144622,1.144625,1.144563,1.144594,1000
341,341,1.144333,1.144393,1.144220,1.144306,1000
342,342,1.143880,1.144000,1.143738,1.143869,1000
343,343,1.143710,1.143713,1.143579,1.143646,1000
344,344,1.143236,1.143366,1.143125,1.143245,1000
345,345,1.143084,1.143174,1.143113,1.143143,1000
346,346,1.144125,1.144364,1.143801,1.144082,1000
347,347,1.145353,1.145742,1.144976,1.145359,1000
348,348,1.146029,1.146182,1.145802,1.145992,1000
349,349,1.146960,1.147203,1.146644,1.146924,1000
350,350,1.147563,1.147871,1.147434,1.147652,1000
351,351,1.148061,1.148100,1.147893,1.147997,1000
352,352,1.148245,1.148317,1.148169,1.148243,1000
353,353,1.148738,1.148882,1.148587,1.148735,1000
354,354,1.149045,1.149110,1.148937,1.149023,1000
355,355,1.149715,1.149828,1.149457,1.149642,1000
356,356,1.149829,1.150024,1.149848,1.149936,1000
357,357,1.150858,1.151119,1.150573,1.150846,1000
358,358,1.151916,1.152221,1.151586,1.151903,1000
359,359,1.154010,1.154775,1.153448,1.154111,1000
360,360,1.156300,1.157070,1.155704,1.156387,1000
361,361,1.158215,1.158643,1.157601,1.158122,1000
362,362,1.158492,1.158554,1.158355,1.158455,1000
363,363,1.158345,1.158537,1.158499,1.158518,1000
364,364,1.158053,1.158192,1.157912,1.158052,1000
365,365,1.156995,1.157288,1.156634,1.156961,1000
366,366,1.156152,1.156343,1.155815,1.156079,1000
367,367,1.155652,1.155733,1.155437,1.155585,1000
368,368,1.155170,1.155366,1.155179,1.155273,1000
369,369,1.155806,1.156078,1.155706,1.155892,1000
370,370,1.156452,1.156523,1.156232,1.156377,1000
371,371,1.156511,1.156654,1.156526,1.156590,1000
372,372,1.156961,1.157024,1.156824,1.156924,1000
373,373,1.157140,1.157024,1.156978,1.157001,1000
374,374,1.156631,1.156790,1.156608,1.156699,1000
375,375,1.156024,1.156192,1.155757,1.155974,1000
376,376,1.155462,1.155552,1.155190,1.155371,1000
377,377,1.154160,1.154573,1.153890,1.154231,1000
378,378,1.153281,1.153613,1.153084,1.153349,1000
379,379,1.152399,1.152730,1.152201,1.152465,1000
380,380,1.152360,1.152396,1.152336,1.152366,1000
381,381,1.151360,1.151664,1.151062,1.151363,1000
382,382,1.150694,1.150915,1.150531,1.150723,1000
383,383,1.150820,1.150799,1.150764,1.150782,1000
384,384,1.151572,1.151712,1.151283,1.151498,1000
385,385,1.151918,1.152060,1.151800,1.151930,1000
386,386,1.151735,1.151755,1.151606,1.151681,1000
387,387,1.151890,1.151929,1.151814,1.151872,1000
388,388,1.152326,1.152377,1.152144,1.152260,1000
389,389,1.153308,1.153714,1.153043,1.153379,1000
390,390,1.153930,1.154040,1.153735,1.153887,1000
391,391,1.154468,1.154769,1.154362,1.154565,1000
392,392,1.154372,1.154373,1.154208,1.154290,1000
393,393,1.153443,1.153744,1.153275,1.153509,1000
394,394,1.153704,1.153681,1.153602,1.153642,1000
395,395,1.153344,1.153414,1.153219,1.153316,1000
396,396,1.154020,1.154283,1.153836,1.154060,1000
397,397,1.155398,1.155685,1.154935,1.155310,1000
398,398,1.157303,1.157938,1.156724,1.157331,1000
399,399,1.158349,1.158700,1.158068,1.158384,1000
400,400,1.158946,1.159180,1.158813,1.158997,1000
401,401,1.159141,1.159314,1.159168,1.159241,1000
402,402,1.160544,1.160997,1.160186,1.160592,1000
403,403,1.160988,1.161200,1.160919,1.161060,1000
404,404,1.160753,1.160870,1.160708,1.160789,1000
405,405,1.161244,1.161405,1.161121,1.161263,1000
406,406,1.161648,1.161845,1.161576,1.161710,1000
407,407,1.161587,1.161649,1.161596,1.161622,1000
408,408,1.160615,1.160896,1.160274,1.160585,1000
409,409,1.158812,1.159363,1.158317,1.158840,1000
410,410,1.158030,1.158245,1.157736,1.157990,1000
411,411,1.157312,1.157515,1.157107,1.157311,1000
412,412,1.156826,1.157003,1.156738,1.156870,1000
413,413,1.156107,1.156383,1.155966,1.156174,1000
414,414,1.155619,1.155741,1.155369,1.155555,1000
415,415,1.155123,1.155260,1.155008,1.155134,1000
416,416,1.154630,1.154807,1.154527,1.154667,1000
417,417,1.154704,1.154856,1.154769,1.154812,1000
418,418,1.155521,1.155784,1.155336,1.155560,1000
419,419,1.156986,1.157442,1.156573,1.157008,1000
420,420,1.158295,1.158724,1.157931,1.158327,1000
421,421,1.158971,1.159090,1.158738,1.158914,1000
422,422,1.159124,1.159070,1.158998,1.159034,1000
423,423,1.159771,1.160015,1.159562,1.159789,1000
424,424,1.160384,1.160645,1.160250,1.160447,1000
425,425,1.160962,1.161165,1.160834,1.161000,1000
426,426,1.162167,1.162521,1.161819,1.162170,1000
427,427,1.162429,1.162623,1.162414,1.162518,1000
428,428,1.162470,1.162532,1.162525,1.162529,1000
429,429,1.163404,1.163632,1.163122,1.163377,1000
430,430,1.163118,1.163301,1.163235,1.163268,1000
431,431,1.163803,1.164070,1.163700,1.163885,1000
432,432,1.164406,1.164635,1.164289,1.164462,1000
433,433,1.165901,1.166342,1.165474,1.165908,1000
434,434,1.167821,1.168330,1.167212,1.167771,1000
435,435,1.168664,1.169043,1.168455,1.168749,1000
436,436,1.170336,1.170815,1.169861,1.170338,1000
437,437,1.171679,1.172132,1.171304,1.171718,1000
438,438,1.173687,1.174200,1.173054,1.173627,1000
439,439,1.174765,1.175090,1.174414,1.174752,1000
440,440,1.175994,1.176405,1.175642,1.176023,1000
441,441,1.177262,1.177601,1.176873,1.177237,1000
442,442,1.178147,1.178388,1.177857,1.178122,1000
443,443,1.178209,1.178115,1.178110,1.178113,1000
444,444,1.177685,1.177831,1.177591,1.177711,1000
445,445,1.177899,1.177823,1.177771,1.177797,1000
446,446,1.177147,1.177350,1.176968,1.177159,1000
447,447,1.176129,1.176465,1.175870,1.176168,1000
448,448,1.175941,1.176016,1.175887,1.175952,1000
449,449,1.175919,1.175926,1.175903,1.175914,1000
450,450,1.175489,1.175577,1.175287,1.175432,1000
451,451,1.175124,1.175216,1.175030,1.175123,1000
452,452,1.173839,1.174304,1.173603,1.173953,1000
453,453,1.173678,1.173727,1.173533,1.173630,1000
454,454,1.173206,1.173318,1.173051,1.173185,1000
455,455,1.173742,1.173940,1.173591,1.173765,1000
456,456,1.174825,1.175107,1.174488,1.174798,1000
457,457,1.176199,1.176691,1.175817,1.176254,1000
458,458,1.177212,1.177360,1.176849,1.177105,1000
459,459,1.178260,1.178435,1.177821,1.178128,1000
460,460,1.178949,1.179282,1.178749,1.179016,1000
461,461,1.179581,1.179800,1.179438,1.179619,1000
462,462,1.179681,1.179757,1.179693,1.179725,1000
463,463,1.180403,1.180581,1.180186,1.180384,1000
464,464,1.181341,1.181527,1.180999,1.181263,1000
465,465,1.181254,1.181204,1.181154,1.181179,1000
466,466,1.180480,1.180703,1.180296,1.180499,1000
467,467,1.179497,1.179795,1.179192,1.179494,1000
468,468,1.178501,1.178739,1.178092,1.178415,1000
469,469,1.177615,1.177829,1.177327,1.177578,1000
470,470,1.177118,1.177205,1.176886,1.177045,1000
471,471,1.176859,1.176885,1.176748,1.176817,1000
472,472,1.176638,1.176676,1.176555,1.176616,1000
473,473,1.176358,1.176480,1.176364,1.176422,1000
474,474,1.176924,1.177102,1.176788,1.176945,1000
475,475,1.176204,1.176414,1.175959,1.176187,1000
476,476,1.175994,1.176005,1.175849,1.175927,1000
477,477,1.175713,1.175831,1.175749,1.175790,1000
478,478,1.174585,1.174967,1.174262,1.174614,1000
479,479,1.173882,1.174060,1.173585,1.173823,1000
480,480,1.173195,1.173429,1.173091,1.173260,1000
481,481,1.173201,1.173196,1.173141,1.173168,1000
482,482,1.172733,1.172865,1.172605,1.172735,1000
483,483,1.172877,1.172713,1.172695,1.172704,1000
484,484,1.172407,1.172486,1.172300,1.172393,1000
485,485,1.171820,1.171981,1.171627,1.171804,1000
486,486,1.170628,1.170940,1.170200,1.170570,1000
487,487,1.169133,1.169608,1.168783,1.169196,1000
488,488,1.168681,1.168857,1.168567,1.168712,1000
489,489,1.168320,1.168502,1.168322,1.168412,1000
490,490,1.167357,1.167639,1.166978,1.167309,1000
491,491,1.166445,1.166778,1.166324,1.166551,1000
492,492,1.166814,1.166921,1.166750,1.166836,1000
493,493,1.166562,1.166629,1.166451,1.166540,1000
494,494,1.166207,1.166279,1.166057,1.166168,1000
495,495,1.164949,1.165366,1.164680,1.165023,1000
496,496,1.164062,1.164375,1.163819,1.164097,1000
497,497,1.163104,1.163356,1.162722,1.163039,1000
498,498,1.162301,1.162526,1.162087,1.162307,1000
499,499,1.160976,1.161390,1.160604,1.160997,1000
500,500,1.160183,1.160421,1.159928,1.160175,1000
501,501,1.159301,1.159498,1.158918,1.159208,1000
502,502,1.158257,1.158650,1.158173,1.158412,1000
503,503,1.158065,1.158161,1.157946,1.158053,1000
504,504,1.157570,1.157764,1.157515,1.157639,1000
505,505,1.157063,1.157256,1.156927,1.157091,1000
506,506,1.156268,1.156613,1.156203,1.156408,1000
507,507,1.156144,1.156222,1.156063,1.156142,1000
508,508,1.156568,1.156677,1.156430,1.156553,1000
509,509,1.157722,1.158085,1.157378,1.157732,1000
510,510,1.158974,1.159298,1.158575,1.158937,1000
511,511,1.160066,1.160556,1.159808,1.160182,1000
512,512,1.161781,1.162084,1.161206,1.161645,1000
513,513,1.163286,1.163693,1.162747,1.163220,1000
514,514,1.164287,1.164560,1.163941,1.164251,1000
515,515,1.165307,1.165692,1.165027,1.165360,1000
516,516,1.165785,1.166001,1.165705,1.165853,1000
